STATION,DATE_OF_RESPONSE,LOCATION,RESPONDING_UNIT,TIME_RECEIVED,TIME_DISPATCHED,TIME_ARRIVAL,RESPONSE_TIME_MIN,DISTANCE,ALARM_STATUS,TIME_LAST_ALARM,TYPE_OF_OCCUPANCY,INJURED_CIV,INJURED_BFP,DEATH_CIV,DEATH_BFP,REMARKS,Temperature_C,Humidity_%,Wind_Speed_kmh,Precipitation_mm,Weather_Condition,Road_Condition
"Santa Cruz, Laguna",5/17/2021,"Sitio Maligaya, Brgy. Pagsawitan, Santa Cruz, Laguna",,1:27 PM,1:28 PM,1:33 PM,5,2,FOUA,5/17/2021 13:33,Residential,0,0,0,0,Case Closed,32.5,75,10.8,6.6,Rainy,Wet
"Santa Cruz, Laguna",4/22/2021,"Sitio Bagong Lipunan, Brgy. Duhat, Santa Cruz, Laguna",,4:53 PM,4:54 PM,5:00 PM,6,4,FOUA,4/22/2021 17:00,Vehicular,0,0,0,0,Case Closed,31.4,80,11.1,0,Cloudy,Dry
"Santa Cruz, Laguna",4/20/2021,"Brgy. Poblacion 1, Santa Cruz, Laguna",,2:34 AM,2:35 AM,2:38 AM,3,2,FOUA,4/20/2021 2:38,Rubbish,0,0,0,0,Case Closed,28.4,72,10.4,0,Cloudy,Dry
"Santa Cruz, Laguna",3/21/2021,"Brgy. Gatid, Santa Cruz, Laguna",,3:11 PM,3:12 PM,3:20 PM,8,4.8,FA,3/21/2021 15:26,Mixed Type,0,0,0,0,Case Closed,30.3,74,13.3,3.2,Rainy,Wet
"Santa Cruz, Laguna",11/8/2021,"Sitio Uno, San Juan, SCL",,12:55 PM,12:57 PM,1:02 PM,5,7,FA,11/8/2021 12:57,Residential,0,0,0,0,Case Closed,27,82,11.1,13.3,Stormy,Wet
"Santa Cruz, Laguna",1/9/2022,Sitio Huwaran Pagsawitan SCL,Shift A,8:38 AM,8:44 AM,8:47 AM,4,5,FA,1/9/2022 9:38,Residential,0,0,0,0,Case Closed,27.1,77,13.4,7,Rainy,Wet
"Santa Cruz, Laguna",2/8/2022,"Metro Central Mall, Labuin SCL",Shift B,7:39 PM,7:40 PM,7:44 PM,4,5,FA,2/8/2022 19:39,Motor Vehicle,0,0,0,0,Case Closed,26.6,80,12.5,2.8,Rainy,Wet
"Santa Cruz, Laguna",3/10/2022,"Sitio Uno, Patimbao, SCL",Shift B,8:49 AM,8:49 AM,8:57 AM,8,3.3,FOUA,3/10/2022 10:29,Residential,0,0,0,0,Case Closed,30.7,76,11.1,1.8,Rainy,Wet
"Santa Cruz, Laguna",3/11/2022,"Sitio Uno, Patimbao, SCL",Shift B,10:23 AM,10:23 AM,10:26 AM,4,3.3,FOUA,3/11/2022 10:23,Residential,1,0,1,0,Case Closed,28.8,74,11,0,Sunny,Dry
"Santa Cruz, Laguna",3/17/2022,"Puregold, Poblacion IV SCL",Shift A,6:18 AM,6:20 AM,6:23 AM,3,2,FA,3/17/2022 6:18,Mercantile,0,0,0,0,Case Closed,28.5,74,11.3,0,Cloudy,Dry
"Santa Cruz, Laguna",3/27/2022,"Sitio 3. Palasan, SCL",Shift B,12:29 PM,12:30 PM,12:38 PM,8,3.3,FOUA,3/27/2022 12:29,Rubbish,0,0,0,0,Case Closed,30.6,77,12.4,0,Sunny,Dry
"Santa Cruz, Laguna",4/5/2022,"Sitio Sampaguita, San Pablo Sur SCL",Shift B,8:48 AM,8:49 AM,8:56 AM,7,1.7,FA,4/5/2022 8:48,Residential,0,0,0,0,Case Closed,32.8,72,10.2,0,Sunny,Traffic
"Santa Cruz, Laguna",4/16/2022,"Sitio Mapagmahal, Pagsawitan SCL",Shift A,7:29 PM,7:30 PM,7:31 PM,1,1.75,FA,4/16/2022 19:29,Mercantile,0,0,0,0,Case Closed,32,78,11.4,0,Cloudy,Traffic
"Santa Cruz, Laguna",5/23/2022,"Sitio Bagong Anyo, Pagsawitan SCL",Shift B,11:39 PM,11:40 PM,11:48 PM,8,1.7,FOUA,5/22/2022 23:39,Rubbish,0,0,0,0,Case Closed,27,80,8.4,0,Cloudy,Dry
"Santa Cruz, Laguna",6/18/2022,"Sitio Narra, Labuin SCL",Shift A,4:15 PM,4:16 PM,4:20 PM,5,3.6,FA,6/18/2022 16:15,Motor Vehicle,0,0,0,0,Case Closed,30.8,87,7.8,0,Cloudy,Dry
"Santa Cruz, Laguna",7/20/2022,Sitio Pagibig Pagsawitan SCL,Shift A,5:16 AM,5:20 AM,5:23 AM,3,1.5,FA,7/20/2022 5:16,Business,0,0,0,0,Case Closed,27.6,80,8,0,Cloudy,Dry
"Santa Cruz, Laguna",10/31/2022,Sitio 6 Brgy Patimbao SCL,Shift A,10:32 PM,10:33 PM,10:37 PM,5,3.3,FA,10/31/2022 22:32,Business,0,0,0,0,Case Closed,24.5,82,8.8,7.9,Rainy,Wet
"Santa Cruz, Laguna",11/1/2022,Sitio Masipag Brgy Duhat SCL,Shift A,8:10 PM,8:10 PM,8:16 PM,6,3.3,FA,11/1/2022 20:10,Residential,0,0,0,0,Case Closed,25.5,83,14.9,17,Stormy,Wet
"Santa Cruz, Laguna",2/3/2023,"Asana 1, Brgy Santisima Cruz, SCL",Shift A,8:05 PM,8:10 PM,8:20 PM,10,4,FA,2/3/2023 20:05,Residential,0,0,0,0,Case Closed,23.5,81,14.4,0,Sunny,Dry
"Santa Cruz, Laguna",3/17/2023,Brgy Gatid SCL,Shift B,4:54 PM,4:54 PM,4:57 PM,3,4.6,FOUA,3/17/2023 16:54,Grass,0,0,0,0,Case Closed,28.8,74,11.9,0,Cloudy,Dry
"Santa Cruz, Laguna",3/21/2023,"Road 2, Villa Silangan, Brgy San Pablo Sur, SCL",Shift A,5:37 PM,5:39 PM,5:43 PM,5,3,FA,3/21/2023 17:37,Residential,0,0,0,0,Case Closed,29.4,76,13.5,2.6,Rainy,Wet
"Santa Cruz, Laguna",5/2/2023,"Sitio 2, Brgy Palasan SCL",Shift A,5:34 AM,5:36 AM,5:40 AM,5,5,FOUA,5/2/2023 5:34,Residential,0,0,0,0,Case Closed,26,80,7,3.9,Rainy,Wet
"Santa Cruz, Laguna",6/19/2023,"Asana 2, Brgy. Santisima Cruz SCL",Shift A,7:35 PM,7:38 PM,7:42 PM,4,4,FA,6/19/2023 19:35,Residential,0,0,0,0,Case Closed,31.7,83,9.7,10.1,Stormy,Wet
"Santa Cruz, Laguna",9/25/2023,"Kalye Onse, Brgy Duhat, SCL",Shift B,1:30 AM,1:31 AM,1:35 AM,4,4,FA,9/25/2023 1:30,Residential,0,0,0,0,Case Closed,25.4,88,8.5,8.6,Rainy,Wet
"Santa Cruz, Laguna",11/10/2023,"Remedios St. Sto Angel Central, SCL",Shift A,2:55 PM,2:56 PM,3:00 PM,3,3.3,FA,11/10/2023 14:55,Residential,0,0,0,0,Case Closed,27.8,80,12.6,15.5,Stormy,Wet
"Santa Cruz, Laguna",12/5/2023,Sitio Magnolia Brgy San Jose SCL,Shift B,12:43 PM,12:44 PM,12:48 PM,4,3.3,FOUA,12/5/2023 12:43,Residential,0,0,0,0,Case Closed,28.8,78,13.2,0,Cloudy,Dry
"Santa Cruz, Laguna",1/27/2024,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,6:02 AM,6:02 AM,6:06 AM,4,2.8,FA,1/27/2024 6:20,Residential Fire,0,0,0,0,Case Closed,27.3,83,13.7,0,Sunny,Dry
"Santa Cruz, Laguna",2/3/2024,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,3:37 PM,3:37 PM,3:41 PM,4,3.6,FOUA,2/3/2024 15:41,Residential Fire,0,0,0,0,MDFI-Case Closed,26.4,80,12.1,0,Sunny,Dry
"Santa Cruz, Laguna",2/6/2024,"Brgy. Gatid, Santa Cruz, Laguna",Shift A,9:39 PM,9:39 PM,9:44 PM,5,2.6,FOUA,2/6/2024 21:44,Mercantile,0,0,0,0,Case Closed,25.6,76,14.3,0,Cloudy,Dry
"Santa Cruz, Laguna",2/24/2024,"Brgy. Bagumbayan, Santa Cruz, Launa",Shift B,12:49 PM,12:49 PM,12:54 PM,5,2.1,FA,2/1/2024 1:20,Grassfire,0,0,0,0,Case Closed,28.3,83,15,0,Sunny,Dry
"Santa Cruz, Laguna",2/29/2024,"Brgy. Duhat, Santa Cruz, Laguna",Shift A,8:34 PM,8:34 PM,8:39 PM,6,6.5,FOUA,3/29/2024 20:39,Residential Fire,0,0,0,0,MDFI-Case Closed,24.2,80,14.9,2,Rainy,Wet
"Santa Cruz, Laguna",3/1/2024,"Brgy. Sto. Angel Norte. Santa Cruz, Laguna",Shift A,3:34 PM,3:34 PM,3:41 PM,7,3.2,FOUA,3/1/2024 15:41,Grassfire,0,0,0,0,Case Closed,29.5,74,12.8,0,Sunny,Dry
"Santa Cruz, Laguna",3/7/2024,"Brgy. Calios, Santa Cruz, Laguna",Shift A,7:41 PM,7:41 PM,7:43 PM,2,0.5,FOUA,3/7/2024 19:43,Rubbish Fire,0,0,0,0,Case Closed,29.5,79,11.8,0,Sunny,Traffic
"Santa Cruz, Laguna",3/10/2024,"Sitio Pag-ibig, Brgy. Pagsawitan, Sta. Cruz, Laguna",Shift B,9:08 AM,9:08 AM,9:13 AM,5,4.9,FOUA,3/10/2024 9:13,Rubbish Fire,0,0,0,0,Case Closed,29.7,76,10.7,0,Sunny,Traffic
"Santa Cruz, Laguna",4/4/2024,"Sitio Dos, Brgy. Palasan, Santa Cruz, Laguna",Shift B,6:35 PM,6:35 PM,6:40 PM,5,5,FOUA,4/4/2024 18:40,Rubbish Fire,0,0,0,0,Case Closed,31.6,75,10.4,0,Cloudy,Traffic
"Santa Cruz, Laguna",4/11/2024,"San Juan Elementary School, Brgy. San Juan, Santa Cruz, Laguna",Shift B,8:38 AM,8:38 AM,8:44 AM,6,4.2,FOUA,4/11/2024 8:44,Educational Fire,0,0,0,0,Case Closed,32.1,77,11.6,0,Cloudy,Traffic
"Santa Cruz, Laguna",4/21/2024,"Sitio Dos, Brgy. Patimbao, Santa Cruz, Laguna",Shift B,11:07 AM,11:07 AM,11:13 AM,6,3.5,FOUA,4/21/2024 12:30,Grassfire,0,0,0,0,Case Closed,32.5,76,11.1,0,Cloudy,Dry
"Santa Cruz, Laguna",5/1/2024,"Brgy. Bagumbayan, Santa Cruz",Shift A,9:08 PM,9:08 PM,9:11 PM,3,2.3,FOUA,5/1/2024 21:11,Residential Fire,0,0,0,0,Case Closed,27.6,77,6.9,2.2,Rainy,Wet
"Santa Cruz, Laguna",5/9/2024,"Sitio Maunawain Brgy. Duhat, Sta Cruz, Laguna",Shift A,,,,,Unknown,FA,,Residential Fire,0,0,0,0,Case Closed,28.7,83,7,6.5,Rainy,Wet
"Santa Cruz, Laguna",5/20/2024,"lynville Phase 2, Brgy Bagumbayan Santa Cruz Laguna",Shift A,5:29 PM,5:29 PM,5:32 PM,3,1.7,FOUA,5/20/2024 17:32,Residential Fire,0,0,0,0,Case Closed,30.5,76,7.3,0,Cloudy,Traffic
"Santa Cruz, Laguna",6/3/2024,"Brgy. Poblacion 1, Santa Cruz Laguna",Shift A,10:38 PM,10:38 PM,10:42 PM,4,2.7,FA,6/3/2024 22:49,Post Fire,0,0,0,0,Case Closed,26.5,85,9.9,4.6,Rainy,Wet
"Santa Cruz, Laguna",6/19/2024,"Sitio Bagong Anyo, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,11:46 AM,11:46 AM,11:50 AM,4,3.6,FOUA,6/19/2024 11:50,Storage,2,0,0,0,Case Closed,29.2,80,9.8,4.5,Rainy,Wet
"Santa Cruz, Laguna",6/25/2024,"Sitio Silangan, Brgy. Gatid, Santa Cruz, Laguna",Shift B,,,,,4.6,FA,,Residential Fire,1,0,0,0,Case Closed,31.3,86,7.5,0,Cloudy,Dry
"Santa Cruz, Laguna",6/25/2024,"Sitio Asana Uno, Brgy. Santisima Cruz, Santa Cruz, Laguna",Shift B,7:58 PM,7:58 PM,8:03 PM,5,4,FOUA,6/25/2024 20:03,Residential Fire,0,0,0,0,Case Closed,30.7,85,6.9,5.3,Rainy,Wet
"Santa Cruz, Laguna",7/9/2024,"Laguna State Polytechnic University, Brgy. Bubukal, Santa Cruz, Laguna",Shift B,11:36 AM,11:36 AM,11:41 AM,5,3,FOUA,7/9/2024 11:41,Educational Fire,0,0,0,0,Case Closed,29.3,85,8.8,0,Cloudy,Dry
"Santa Cruz, Laguna",7/17/2024,"Sitio 7, Brgy. Santo Angel Norte, Santa Cruz, Laguna",Shift B,8:10 PM,8:10 PM,8:15 PM,5,5,FA,7/17/2024 20:51,Residential Fire,0,0,0,0,Case Closed,27.1,86,7.4,0,Cloudy,Dry
"Santa Cruz, Laguna",7/25/2024,"Road 2, Villa Silangan, Brgy. San Pablo Sur, Santa Cruz, Laguna",Shift B,4:58 AM,4:58 AM,5:03 AM,5,3,FOUA,7/25/2024 5:03,Residential Fire,0,0,0,0,Case Closed,27.5,82,7.3,11.4,Stormy,Wet
"Santa Cruz, Laguna",8/20/2024,"Biya Street, Purok 6, Brgy. Santo Angel Norte, Santa Cruz, Laguna",Shift B,2:18 AM,2:18 AM,2:23 AM,5,5,FOUA,8/20/2024 2:23,Vehicular Fire,0,0,0,0,Case Closed,26.4,81,11.1,6.6,Rainy,Wet
"Santa Cruz, Laguna",9/13/2024,"0678 E. Taleon St., Sitio Kamagong, Brgy. Santisima Cruz, Santa Cruz, Laguna",Shift B,8:30 PM,8:30 PM,8:37 PM,7,4,FA,9/13/2024 21:15,Residential Fire,1,0,0,0,Case Closed,25.2,89,10.1,0,Cloudy,Dry
"Santa Cruz, Laguna",10/21/2024,"Sitio 2 Brgy. Bagumbayan, Santa Cruz",Shift B,10:55 AM,10:55 AM,11:01 AM,6,3.3,FOUA,10/21/2024 11:01,Residential Fire,1,0,0,0,Case Closed,28.8,80,9.8,8.1,Rainy,Wet
"Santa Cruz, Laguna",10/24/2024,"Barangay Poblacion II, Santa Cruz, Laguna",Shift A,1:52 PM,1:52 PM,1:57 PM,5,3.5,FA,10/24/2024 13:57,Post Fire,0,0,0,0,Case Closed,28.7,87,11.9,0,Cloudy,Dry
"Santa Cruz, Laguna",10/30/2024,"Brgy. Calios, Santa Cruz, Laguna",Shift B,6:05 AM,4:05 PM,4:06 PM,1,0.5,FOUA,10/30/2024 16:06,Vehicular Fire,0,0,0,0,Case Closed,28.9,86,10.2,17.3,Stormy,Wet
"Santa Cruz, Laguna",11/1/2024,"Sitio 3, Brgy. Bagumbayan, Santa Cruz, Laguna",Shift A,9:40 PM,9:40 PM,9:45 PM,4,2.1,FOUA,11/1/2024 21:45,Residential Fire,0,0,0,0,Case Closed,24.7,78,11.5,0,Cloudy,Dry
"Santa Cruz, Laguna",11/5/2024,"Brgy. Calios, Santa Cruz, Laguna",Shift B,,,,,Unknown,FA,,Residential Fire,1,0,0,0,Case Closed,28.2,78,13.4,14.6,Stormy,Wet
"Santa Cruz, Laguna",11/19/2024,"Sitio Pag-asa, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,2:22 PM,2:22 PM,2:25 PM,3,3.6,FA,11/20/2024 14:27,Rubbish Fire,0,0,0,0,Case Closed,29.6,87,12.3,8.8,Rainy,Wet
"Santa Cruz, Laguna",12/3/2024,"Santa Cruz Integrated National High School, Sitio 6, Brgy. Oogong Santa Cruz Laguna",Shift A,2:52 PM,2:52 PM,2:59 PM,7,3.5,FA,12/12/2024 15:15,Educational Fire,0,0,0,0,Case Closed,27.4,87,13,16.7,Stormy,Wet
"Santa Cruz, Laguna",1/11/2025,"2812 Sitio Mapagmahal Brgy. Pagsawitan, Santa Cruz, Laguna",Shift B,1:11 PM,1:12 PM,1:18 PM,7,3.3,FA,1/11/2025 13:18,Residential Fire,0,0,0,0,Case Closed,28.8,78,13.7,3.8,Rainy,Wet
"Santa Cruz, Laguna",1/19/2025,"099 Acacia St Monserrat Subdivision, Brgy. Santo Anghel Sur, Santa Cruz, Laguna",Shift B,11:55 PM,11:55 PM,12:01 AM,6,3.5,FA,1/20/2025 0:28,Residential Fire,1,0,0,0,Under Investigation,23.8,83,12.5,0,Cloudy,Dry
"Santa Cruz, Laguna",1/11/2025,"2812 Sitio Mapagmahal, Brgy. Pagsawitan, Santa Cruz Laguna",,1:11 PM,1:11 PM,1:18 PM,7,3.6,FOUA,1/11/2025 13:18,Structural,0,0,0,0,Case Closed,27.3,85,12.9,0,Cloudy,Dry
"Santa Cruz, Laguna",1/19/2025,"099 Acasia St. Monserrat Subd. Brgy. Santo Angel Sur, Santa Cruz Laguna",,11:55 PM,11:55 PM,12:01 AM,,3.3,FA,1/20/2025 0:28,Structural,1,0,0,0,Case Closed,24.7,78,13.6,0,Sunny,Dry
"Santa Cruz, Laguna",3/2/2025,"Sitio Dao, Brgy. Santisima Cruz, Santa Cruz Laguna",,10:06 AM,10:06 AM,10:13 AM,7,4,FOUA,3/2/2000 10:13,Structural,0,0,0,0,Case Closed,27.8,83,14.1,0,Cloudy,Dry
"Santa Cruz, Laguna",3/5/2025,"1776 Kamatoy St. Brgy. Poblacion II, Santa Cruz, Laguna, Region 4A",,5:35 PM,5:35 PM,5:40 PM,5,3.3,FOUA,3/5/2025 17:40,Structural,0,0,0,0,Case Closed,27.9,80,13.2,0,Sunny,Traffic
"Santa Cruz, Laguna",3/5/2025,"Sitio Asana 2, Brgy. Santisima Cruz, Santa Cruz, Laguna, Region 4A",,9:12 PM,9:12 PM,9:19 PM,7,4,FOUA,3/5/2025 21:19,Mercantile,0,0,0,0,Case Closed,24.6,80,12.1,1.9,Rainy,Wet
"Santa Cruz, Laguna",3/6/2025,"Sitio Marcelo, Brgy. Calios, Santa Cruz, Laguna",,5:26 PM,5:26 PM,5:31 PM,5,0.5,FOUA,3/6/2000 17:31,Structural,0,0,0,0,Case Closed,30.5,75,11.3,0,Sunny,Traffic
"Santa Cruz, Laguna",3/7/2025,"Sitio Manggahan Brgy. Gatid, Santa Cruz, Laguna, R4A",,1:48 AM,1:48 AM,1:53 AM,5,3.3,FA,3/7/2000 5:52,Storage,0,0,0,0,Case Closed,27.3,82,12.1,2.5,Rainy,Wet
"Santa Cruz, Laguna",3/13/2025,"Laguna State Polytechnic -University
Brgy. Bubukal Santa Cruz, Laguna",,12:50 PM,12:52 PM,12:55 PM,3,3.3,SA,3/13/2025 17:05,Educational,1,0,1,0,Case Closed,29.4,79,13.2,0,Sunny,Dry
"Santa Cruz, Laguna",3/27/2025,"Sitio Camia, Brgy. Bubukal, Santa Cruz, Laguna R4A",,8:23 PM,8:23 PM,8:25 PM,2,3,FA,3/27/2025 20:36,Mercantile,0,0,0,0,Case Closed,24,77,12.5,0,Cloudy,Dry
"Santa Cruz, Laguna",3/28/2025,"Sitio 1, Purok Matatag, Brgy. Calios, Santa Cruz, Laguna R4A",,3:44 PM,3:44 PM,3:45 PM,1,0.5,FA,3/28/2025 16:00,Residential,0,0,0,0,Case Closed,27.8,78,10.6,0,Cloudy,Dry
"Santa Cruz, Laguna",4/13/2018,"Brgy. Poblacion II, Santa Cruz Laguna",Shift A,7:10 AM,7:12 AM,7:15 AM,5,3.6,FA,4/13/2018 7:10,Business,0,0,0,0,Case Closed,31.6,87,10.8,0.8,Sunny,Traffic
"Santa Cruz, Laguna",10/25/2021,"Brgy. Poblacion II, Santa Cruz Laguna",Shift A,6:25 AM,6:25 AM,6:28 AM,2,4.6,FA,10/25/2021 6:25,Others,0,0,1,0,Case Closed,28.8,90,12.6,14.9,Stormy,Traffic
"Santa Cruz, Laguna",3/31/2021,"Brgy. Calios, Santa Cruz Laguna",,3:30 AM,3:31 AM,3:36 AM,6,0.5,FA,3/31/2021 3:30,Residential,0,0,0,0,Case Closed,30.7,77,8.5,3,Sunny,Dry
"Santa Cruz, Laguna",8/21/2021,"Brgy. Villa Silangan, Santa Cruz Laguna",,1:25 AM,1:26 AM,1:30 AM,3,5,FOUA,8/21/2021 1:25,Motor Vehicle,0,0,0,0,Case Closed,27.3,77,13.7,2.2,Sunny,Dry
"Santa Cruz, Laguna",6/17/2020,"Purok 4, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,2:00 AM,2:00 AM,2:03 AM,3,4,FA,6/17/2020 2:00,Residential,0,0,0,0,Case Closed,30.7,73,13.1,0.8,Sunny,Dry
"Santa Cruz, Laguna",10/10/2019,"Sitio Santol, Brgy. Labuin, Santa Cruz Laguna",Shift B,11:20 PM,11:22 PM,11:28 PM,4,3.3,FA,10/10/2019 23:20,Rubbish,0,0,0,0,Case Closed,30.8,86,15.3,1.5,Cloudy,Dry
"Santa Cruz, Laguna",11/24/2016,"Sitio Manggahan, Brgy. Poblacion I, Santa Cruz Laguna",Shift B,6:05 PM,6:05 PM,6:11 PM,6,5,FA,11/24/2016 18:05,Grass Fire,0,0,0,0,Case Closed,27,76,15.4,2.1,Cloudy,Traffic
"Santa Cruz, Laguna",7/29/2024,"Near Church, Brgy. Poblacion V, Santa Cruz Laguna",,2:05 PM,2:05 PM,2:09 PM,3,3.6,FA,7/29/2024 14:05,Post Fire,0,0,0,0,Under Investigation,30.3,72,11.6,5.4,Rainy,Wet
"Santa Cruz, Laguna",10/22/2022,"Near School, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,3:30 PM,3:30 PM,3:33 PM,5,3.5,FA,10/22/2022 15:30,Rubbish,0,0,0,0,Case Closed,29.6,73,9.2,5,Rainy,Wet
"Santa Cruz, Laguna",11/5/2018,"Purok 1, Brgy. Labuin, Santa Cruz Laguna",,1:50 AM,1:52 AM,1:59 AM,10,5,FOUA,11/5/2018 1:50,Grass Fire,0,0,0,0,Case Closed,25.9,82,9.4,1.4,Cloudy,Dry
"Santa Cruz, Laguna",6/19/2022,"Village, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,4:15 AM,4:16 AM,4:20 AM,2,4,FA,6/19/2022 4:15,Motor Vehicle,0,0,0,0,Case Closed,26.3,86,7.7,6.4,Rainy,Wet
"Santa Cruz, Laguna",5/22/2024,"Purok 5, Brgy. Poblacion I, Santa Cruz Laguna",,1:45 AM,1:45 AM,1:50 AM,4,3.6,FOUA,5/22/2024 1:45,Post Fire,0,0,0,0,Case Closed,29.5,80,15.4,8.1,Stormy,Wet
"Santa Cruz, Laguna",8/24/2011,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,4:20 PM,4:20 PM,4:28 PM,7,4.6,FA,8/24/2011 16:20,Grass Fire,0,0,0,0,MDFI-Case Closed,29.3,70,13,2.8,Cloudy,Dry
"Santa Cruz, Laguna",3/15/2019,"Brgy. Pagsawitan, Santa Cruz Laguna",,8:20 AM,8:22 AM,8:26 AM,3,4,FOUA,3/15/2019 8:20,Residential,0,0,0,0,Case Closed,32.1,71,7,1.9,Cloudy,Dry
"Santa Cruz, Laguna",11/30/2025,"Purok 1, Brgy. Patimbao, Santa Cruz Laguna",Shift B,3:05 AM,3:07 AM,3:15 AM,4,4.6,FA,11/30/2025 3:05,Grass Fire,0,0,0,0,Case Closed,28.3,81,8.9,0.3,Sunny,Traffic
"Santa Cruz, Laguna",6/20/2013,"Brgy. Poblacion I, Santa Cruz Laguna",Shift B,5:30 AM,5:30 AM,5:33 AM,7,4,FA,6/20/2013 5:30,Residential,0,0,0,0,Case Closed,27.9,71,14.7,8.3,Rainy,Wet
"Santa Cruz, Laguna",2/8/2015,"Sitio Sampaguita, Brgy. Poblacion I, Santa Cruz Laguna",Shift B,6:30 AM,6:31 AM,6:35 AM,2,4,FA,2/8/2015 6:30,Residential,0,0,0,0,Case Closed,28.4,78,8.6,11.2,Stormy,Wet
"Santa Cruz, Laguna",7/8/2021,"Purok 5, Brgy. Patimbao, Santa Cruz Laguna",,3:30 AM,3:32 AM,3:35 AM,1,3.5,FA,7/8/2021 3:30,Others,0,0,0,0,Case Closed,28.2,80,12.6,0.4,Cloudy,Traffic
"Santa Cruz, Laguna",7/31/2022,"Near Market, Brgy. Poblacion IV, Santa Cruz Laguna",,5:10 PM,5:10 PM,5:15 PM,8,4,FOUA,7/31/2022 17:10,Residential,0,0,0,0,Case Closed,28.1,88,12.5,5,Rainy,Wet
"Santa Cruz, Laguna",11/27/2019,"Sitio Narra, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift B,4:50 PM,4:52 PM,4:57 PM,2,5,FA,11/27/2019 16:50,Motor Vehicle,0,0,0,0,MDFI-Case Closed,27.1,72,11.1,1.7,Cloudy,Traffic
"Santa Cruz, Laguna",9/26/2020,"Compound, Brgy. Sto. Angel Sur, Santa Cruz Laguna",,12:05 AM,12:06 AM,12:10 AM,6,4,FA,9/26/2020 0:05,Residential,1,0,0,0,Case Closed,28.7,87,12.4,18.7,Stormy,Wet
"Santa Cruz, Laguna",7/28/2019,"Near School, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,11:35 PM,11:36 PM,11:40 PM,3,3.6,FOUA,7/28/2019 23:35,Residential,0,0,0,0,Case Closed,27.4,80,15,2.4,Rainy,Wet
"Santa Cruz, Laguna",6/11/2011,"Near Market, Brgy. Patimbao, Santa Cruz Laguna",,5:35 PM,5:36 PM,5:39 PM,6,3.5,FOUA,6/11/2011 17:35,Industrial,0,0,0,0,Case Closed,30.7,79,13.8,19.4,Stormy,Wet
"Santa Cruz, Laguna",7/13/2023,"Near School, Brgy. Poblacion I, Santa Cruz Laguna",Shift A,8:30 AM,8:31 AM,8:33 AM,3,4,FA,7/13/2023 8:30,Grass Fire,0,0,0,0,Case Closed,28,88,13,4.9,Rainy,Traffic
"Santa Cruz, Laguna",4/2/2022,"Brgy. Poblacion IV, Santa Cruz Laguna",Shift A,2:25 PM,2:26 PM,2:32 PM,4,4,FOUA,4/2/2022 14:25,Motor Vehicle,0,0,0,0,MDFI-Case Closed,29.7,90,7.6,8.5,Stormy,Wet
"Santa Cruz, Laguna",3/25/2018,"Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,7:10 AM,7:11 AM,7:17 AM,4,3.3,FA,3/25/2018 7:10,Mercantile,0,0,0,0,Case Closed,32.1,79,8,3.8,Rainy,Wet
"Santa Cruz, Laguna",3/23/2020,"Purok 6, Brgy. Calios, Santa Cruz Laguna",Shift B,8:15 PM,8:15 PM,8:21 PM,3,3.3,FOUA,3/23/2020 20:15,Others,0,0,0,0,Case Closed,28.3,90,10.1,2.5,Cloudy,Dry
"Santa Cruz, Laguna",2/27/2023,"Brgy. Santo Angel Central, Santa Cruz Laguna",,1:10 PM,1:12 PM,1:17 PM,5,3.6,FOUA,2/27/2023 13:10,Others,0,0,0,0,Case Closed,25.2,72,9.5,2.3,Sunny,Dry
"Santa Cruz, Laguna",4/28/2018,"Bonifacio St., Brgy. Palasan, Santa Cruz Laguna",Shift A,3:15 PM,3:16 PM,3:22 PM,3,4.6,FOUA,4/28/2018 15:15,Motor Vehicle,0,0,0,0,Case Closed,30.4,77,13.2,1.5,Cloudy,Traffic
"Santa Cruz, Laguna",7/15/2022,"Brgy. Santo Angel Central, Santa Cruz Laguna",Shift A,9:50 AM,9:52 AM,9:56 AM,4,3.5,SA,7/15/2022 9:50,Residential,0,0,0,0,Case Closed,29.6,80,8.1,2.3,Sunny,Dry
"Santa Cruz, Laguna",3/15/2016,"Purok 5, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,9:05 AM,9:05 AM,9:09 AM,4,3.5,FOUA,3/15/2016 9:05,Grass Fire,0,0,0,0,Under Investigation,31.2,85,7.9,3.6,Rainy,Wet
"Santa Cruz, Laguna",7/30/2018,"Near Mall, Brgy. Poblacion II, Santa Cruz Laguna",,2:30 AM,2:31 AM,2:34 AM,5,3.3,FA,7/30/2018 2:30,Residential,0,1,0,0,Case Closed,29,89,9,1.4,Sunny,Dry
